task,sample_id,relative,sha256,split,conflict_evidence,blocked_by_task,blocked_by_split,blocked_by_image,blocked_by_sha256
07,DR_129,task07/ap/images/DR_129.jpg,789ed9a2285622fcda15b6e4b47af52af766f743ae5bba84edc1d0d3fdd23980,train,case_group_connection,09,val,task09/images/DR_129_s3_e13.jpg,41c4284d6dcd7a0141328614b8a682373a75f0aa2cefeb9c0fc45dfa952d7aa2
07,DR_138,task07/ap/images/DR_138.jpg,09264f554538e209bce48b623d6c8c6d9b7947c83e5650a8574fc0873b828b62,train,case_group_connection,09,val,task09/images/DR_138_s4_e14.jpg,4cfe086fc5e81d21464feae7bf6ce411fa637d86d91e56bbecbb5d48b4a43200
07,DR_141,task07/ap/images/DR_141.jpg,581314f45bf95c83cc1b1dd427d7682acbf21b38fdc20ee377f7cc3ea68b8227,train,case_group_connection,09,val,task09/images/DR_141_s3_e12.jpg,2d66ba3b3088da7f930a0c53e522c0b52c12f88321d5e73c1bad1538b8fe315d
07,DR_148,task07/ap/images/DR_148.jpg,5c5374a66b86bf88e6a1fcdaf34881303b286285175e7c1fdd3fa0bbc6e18e3f,train,case_group_connection,09,val,task09/images/DR_148_s3_e14.jpg,270ff7c4899e6e7099edc7f83428557ea6569aed37bbf0734ab948af03a1d47f
07,DR_149,task07/ap/images/DR_149.jpg,6772a7678ac8a8e2d0d6f5d8a8ae3ed34d4b90b4ca85024a64e809f9562c910c,train,case_group_connection,09,val,task09/images/DR_149_s2_e14.jpg,c3b4476a46ffa8ffd4832a8bb655055c7366c096c30ec41c658bd5566ce0c497
07,DR_157,task07/ap/images/DR_157.jpg,38a93ab6edff88b4bf2b417a3fddc5e48322e5fbd2ad172eebeda987cb84ffa2,train,case_group_connection,09,test,task09/images/DR_157_s3_e13.jpg,1c08d8e74a3bd91d339d5888b5f983551146ba2ea79ebff329fc4a3a27bd8021
07,DR_16,task07/ap/images/DR_16.jpg,2a29374ec9ff46db8a3f1834c407cbb51c0e7447c81b0620bad7f1d3ea54afc6,train,case_group_connection,09,test,task09/images/DR_16_s4_e14.jpg,a0701292b1cdec720bfc2477d7c2684dd061a02e9dd8587cb74be12f4216c625
07,DR_163,task07/ap/images/DR_163.jpg,f0869ca5a557e9b6fe1720d5e323eda37b6123fe08c1687ff920306843911343,train,case_group_connection,09,test,task09/images/DR_163_s2_e15.jpg,8fd7945bb944d0ec02ae8ac310722c024e0c63dee98d71e8e6e7eb846108d63a
07,DR_170,task07/ap/images/DR_170.jpg,b618d8b6c68a7d2f8cbc02ef42074c818c96d2f30c12f8069b995a5894cd31c8,train,case_group_connection,09,val,task09/images/DR_170_s2_e15.jpg,5fa8528791083dc11f5a90697c26261e40f41693127c729ecbc73968c158e75f
07,DR_171,task07/ap/images/DR_171.jpg,d56cdc5f2fb9adab8039354e4cb6bdda1757cf8107c21d72a5d55dbcbc45233a,train,case_group_connection,09,val,task09/images/DR_171_s1_e13.jpg,f3652f5347e2ad02d77e9ae660dc899c757cd64bc8f5f5c91125f28887f2c8ce
07,DR_172,task07/ap/images/DR_172.jpg,b27994db3fc9fac5327861cf63f11f2de7f35ae2ca59269adccdfd2aa3d2def8,train,case_group_connection,09,test,task09/images/DR_172_s4_e14.jpg,0e766df9e4396c5b4594c0e6ee79ccdbe9d6c36f2e9843513d4bd07ee340d2fc
07,DR_174,task07/ap/images/DR_174.jpg,694ed09fdb55e045c3d6645abf64b2c0aa71fb020bc5298e9edb8e97c4d22aeb,train,case_group_connection,09,val,task09/images/DR_174_s4_e13.jpg,5dfffbb9cc1a8d6c3535ca1bb031afb557479d8d92ee87ac48fe1498f04f6538
07,DR_175,task07/ap/images/DR_175.jpg,1a59bdb2fe1a84314e3d9748434d6ee23d15df3a88a5307fa876943390719c72,train,case_group_connection,09,val,task09/images/DR_175_s4_e13.jpg,80585ce5254e7ab36a20845308f78f1ae880e27403f78b8e08c3bf01b5cfbbad
07,DR_19,task07/ap/images/DR_19.jpg,7c262250abc4841cb8737a567f4c9b51bd4372e099f4ab66e89978eceea5ff6f,train,case_group_connection,09,val,task09/images/DR_19_s3_e15.jpg,2f1b9784a6b41c7004acbae62bec202bd78c36cc2ca77d24bc4fa8ecca533840
07,DR_194,task07/ap/images/DR_194.jpg,a8555981246516f2b8e40039f2b70680aa5f352bef42392f0afd16286fc88d1d,train,case_group_connection,09,val,task09/images/DR_194_s4_e14.jpg,13506f090f2d26fe34555478d5e508b9caf19899cef1d1216468af8009e72d52
07,DR_199,task07/ap/images/DR_199.jpg,6043880ad3856a0f8f01046aa5e68266024d321b16e641a34b63d2b073c59872,train,case_group_connection,09,test,task09/images/DR_199_s2_e12.jpg,967cfe190e79ddef542b27d90288d35790e7bb982ab1173af82e8397324e1ea5
07,DR_2,task07/ap/images/DR_2.jpg,7f22e56ee619cc738ba90ec670098a9ae7877fdfd8ea3bd52ebc49745dea0841,train,case_group_connection,09,test,task09/images/DR_2_s2_e12.jpg,e9e6ec0ec2a35e9b48b49f5291d51095a475d01969bb9998a1a786b584e588f2
07,DR_200,task07/ap/images/DR_200.jpg,0024df7e42a74b6eb83debc8c38b80f5a2278a0cc2825f5ccdea74dcc8fc1939,train,case_group_connection,09,test,task09/images/DR_200_s1_e13.jpg,771b908ac129a6c8dc101dc5213575847adcf00769a80ec2ba03a4cb59c9c5aa
07,DR_203,task07/ap/images/DR_203.jpg,dc42c57a011e09d995392d5f91c3470ccd2086a628d167363c9385471ae6382d,train,case_group_connection,09,val,task09/images/DR_203_s4_e13.jpg,0e37d0cff8b28e19d01a0d41f3040135d08fedd054001054889d9146c1739d4c
07,DR_204,task07/ap/images/DR_204.jpg,2f838cbac460e7eb077ba5846688155d2fdffee41cd09c5f1b55edc6a8587258,train,case_group_connection,09,val,task09/images/DR_204_s1_e12.jpg,004f376e0a61cd4e8035e483611582f15f3ce1b0e180233415d7bdf543742d5e
07,DR_212,task07/ap/images/DR_212.jpg,e1ec8548b61c92d666d9a39ebfe29d172338bf807e1597f40a18742cab464d3c,train,case_group_connection,09,test,task09/images/DR_212_s3_e12.jpg,42adb3b6da70fe129848bf0626a6848bc359eb7e05299744414c1661333cdb51
07,DR_213,task07/ap/images/DR_213.jpg,8e035191b535c5fd5ce7034bd51ee9ca5f868125e5a49a5fee03658ef5d68437,train,case_group_connection,09,test,task09/images/DR_213_s4_e14.jpg,1a1a56a06784fd1c8f14a41a2116934e5f6fa479a54b956d51a204c081d90284
07,DR_224,task07/ap/images/DR_224.jpg,d787bafa088af938c52d187e2782eef139199c88da0335c913f3ad0b973eb95d,train,case_group_connection,09,val,task09/images/DR_224_s3_e15.jpg,ece6d7797e4afc3088777712f75596845c9824be12ad262a0c9359356743c200
07,DR_227,task07/ap/images/DR_227.jpg,a2cd90cd4048e6657b2b43b3f290a2468b215f1dd10e61d0ffb6ef033b8f1d90,train,case_group_connection,09,val,task09/images/DR_227_s3_e15.jpg,e19cb0c5243ff696542cae5bbd7d641bffdd9ef08018527d72b8eb9679414527
07,DR_229,task07/ap/images/DR_229.jpg,ec244944dc97eb6fb02643a38ad0a107944df8bd44e44ed023c7239900af3916,train,case_group_connection,09,test,task09/images/DR_229_s3_e15.jpg,e5920b0e354708394058e0c3f34675bdf077950e5a13c98fd03f0785774a8e0c
07,DR_23,task07/ap/images/DR_23.jpg,5608bb6c278027bad258c277b66605927bde0adae98b36aabd8c4e72a34aec94,train,case_group_connection,09,val,task09/images/DR_23_s1_e12.jpg,a8bd8ec0d70d9269e6015a115fe27bed7ceb31bd14c2889c4b09d8023fe1718e
07,DR_236,task07/ap/images/DR_236.jpg,421e79a743cd366d5466125b026f923d353420c2a46d7ffd256ca20c98aeee6e,train,case_group_connection,09,test,task09/images/DR_236_s2_e15.jpg,3ae505ac43354820f175a6a189cb6665e45d3fdddd469ae06ea11f466d9f217a
07,DR_257,task07/ap/images/DR_257.jpg,5b938ea51133d2bb75dd6bcdb8024a03c687833e921d29bc580138f96acac5fb,train,case_group_connection,09,val,task09/images/DR_257_s2_e13.jpg,0e2d46c5e79522b9b7d85b6850f640aa9e649fcbc1acf2496ebc61f54b6faa3c
07,DR_26,task07/ap/images/DR_26.jpg,6c8b4e0f143de6a2169c5eff7496454c6a034eaf4aa8f1ffd4e152355754fc28,train,case_group_connection,09,test,task09/images/DR_26_s3_e14.jpg,b071cb63b2ba898aa13696be718dafdbe6df994a94d00f10e7707e8e993bd803
07,DR_261,task07/ap/images/DR_261.jpg,66fe9de9b8566539dffec7aa0609d2ebf11198417e8e996db21ca20e01fe7ffa,train,case_group_connection,09,val,task09/images/DR_261_s3_e14.jpg,da764df97327968e35c23d273e640037be1ea3372a843b3f8127051b7dc6d7b3
07,DR_277,task07/ap/images/DR_277.jpg,ce3e2be5b3fda8f4a51fa24643b61274290e6f1ab1c55d69f95f8d6cdd1daac7,train,case_group_connection,09,val,task09/images/DR_277_s4_e14.jpg,ac266c2b3579b3359c7bd2e5879b3c70303c98446295fec713eacc1062e38249
07,DR_281,task07/ap/images/DR_281.jpg,3cf17edb279bcdc7e6e23d81384a7df7bf3da8b2bf689f23e130ae806fd71a3f,train,case_group_connection,09,val,task09/images/DR_281_s2_e15.jpg,013842d872b7ec6e546b8276fd58e1e6e74326b15c281aa8a713cf9d7163cae9
07,DR_282,task07/ap/images/DR_282.jpg,e5b8e52f16411fcea6c3f1d34c99d40356ec1239407bdcc0c9439ca77e62048e,train,case_group_connection,09,val,task09/images/DR_282_s4_e13.jpg,c3a14ce098d1a135d9407abc0177d98b8f1933297e06fb54bf648c1ca2843928
07,DR_285,task07/ap/images/DR_285.jpg,6a7cf410dd5f48332536560d99b5f3e5794f3114c30e1929657844fa97484e8a,train,case_group_connection,09,test,task09/images/DR_285_s2_e14.jpg,43445af83578defa6c9366c65b3184b36e6994aa49c6ee8fe6b7c5ee63fe1f33
07,DR_29,task07/ap/images/DR_29.jpg,e0ec70e816d60d0fc0a9aba95f97d36e2d97af4b028d154f9bb22dfd12469a8c,train,case_group_connection,09,val,task09/images/DR_29_s4_e14.jpg,3f1b4321fde3151f91df11f491c77a4530e31e9640243d7e6c489aa76f689e18
07,DR_293,task07/ap/images/DR_293.jpg,c2c0cf3816e8694164bbd92ad8cf836f97088a9b5f220945508cbc248a726cb1,train,case_group_connection,09,test,task09/images/DR_293_s3_e15.jpg,f217d3bc9ba80a07d7bbc7e413a911cad57872d2c95d1bb2157b9ed1342f3864
07,DR_297,task07/ap/images/DR_297.jpg,7310ad39bfac5a2451bc633208202bb21c1875fbdef6ec4a1c7b0571401b31d7,train,case_group_connection,09,val,task09/images/DR_297_s2_e14.jpg,f599e93194ef19691f6f96528ef367ccdcfbd7ab3e3e660dc341a10c70cdb46d
07,DR_3,task07/ap/images/DR_3.jpg,11a707b8c09d516d4cf122116fff80536e004967505bb3e8564d4c115806753b,train,case_group_connection,09,val,task09/images/DR_3_s1_e13.jpg,630511ff7a9897d91effd32ed41bfb33a5dfc7272c3bc8a1174147025e1101c3
07,DR_303,task07/ap/images/DR_303.jpg,f00ef86ade154d317d61293716f71b569ed1ddf15dcf464fe46c3509f4d0eb0e,train,case_group_connection,09,val,task09/images/DR_303_s4_e13.jpg,2b2f449a14c45e75ffa372d9d1f4099623f80c5773378c29983ab4c7f8b84b8c
07,DR_304,task07/ap/images/DR_304.jpg,3179a539e68af74be470917eca4c05a8820a9de4f79fc9433b00ba4d1ce4efd6,train,case_group_connection,09,val,task09/images/DR_304_s1_e13.jpg,ff3ddb3e33b7351d4aac8dea56287bbce287d569eac7dcd96fecfc8d432179c9
07,DR_317,task07/ap/images/DR_317.jpg,f9f08c9f6c463ab068930b5ddc1bf4fe4c7cd9d0725985dce9616658d458a377,train,case_group_connection,09,val,task09/images/DR_317_s2_e12.jpg,c387c51967c4f7ff9fb10fdab51cf6696be58efe7e9196d9ff8af67657518028
07,DR_324,task07/ap/images/DR_324.jpg,4338932c0370bb9a2f98efb655a3cb064b36b1080e221890464788c160e97c72,train,case_group_connection,09,test,task09/images/DR_324_s2_e15.jpg,66587953b35053ed2c264c10b45af2abd47209e26c9a4d591593c1124ca656f6
07,DR_334,task07/ap/images/DR_334.jpg,8d793c88f7eef4aace4d29dd2499f90288af741f3c00df2eef3618f879823d6b,train,case_group_connection,09,val,task09/images/DR_334_s3_e12.jpg,af462a647848169884190c4dea953b3edc7f15c87e2d1d09ba768ab39bdd6b37
07,DR_335,task07/ap/images/DR_335.jpg,6ead97130bd227bc2d1bd6056f3214a18eed69437c73892782ae7a94233ac22e,train,case_group_connection,09,test,task09/images/DR_335_s3_e15.jpg,de5a4a68fd6d664ee1be621d822719b60d35586c323b509d6b3a73d713fa096a
07,DR_340,task07/ap/images/DR_340.jpg,5bc82a30fc88e7040f7dd5286dbcaf7034774c69f39b9682949270df6d2a7931,train,case_group_connection,09,val,task09/images/DR_340_s1_e13.jpg,55a4809ce323b0e2764414fa6c938f232af90f6387e3529a1a7517f80800322b
07,DR_341,task07/ap/images/DR_341.jpg,6995b9a13163729dbc1458a2c8cf2881ebd370cd6af93ff9b9f05a452a71b558,train,case_group_connection,09,val,task09/images/DR_341_s3_e12.jpg,91689380bde0c255c20b03e33c4fd72fac1b8027566dfed0d14990c663f11724
07,DR_346,task07/ap/images/DR_346.jpg,68f3705ca083af709d380c8ef17611ff90073cbfe7464fa739b27325e1979109,train,case_group_connection,09,val,task09/images/DR_346_s3_e13.jpg,14baf400c5197e2774da6e3e2fcb60eca3bc7fa5594fbbeb1f26cc816bffb7b1
07,DR_35,task07/ap/images/DR_35.jpg,cff66cadb7b9e26e9725a9df4b14db599e5304b0fd19809d9d217c8b4ca05b7f,train,case_group_connection,09,test,task09/images/DR_35_s3_e15.jpg,0c8be274b2f4c08de7f96550f6ff6ba10c4ba15fae9aa5541295a94cba5b5936
07,DR_351,task07/ap/images/DR_351.jpg,b2853877323a43ece4af1b5f7d61651ee2f42ed4ec424c767ae7a5192826b832,train,case_group_connection,09,test,task09/images/DR_351_s3_e13.jpg,83822a0f735183872a7be068246e3febab14ccb1aa1a6354f66b49a61bb39f47
07,DR_354,task07/ap/images/DR_354.jpg,edd916ef668f9708ab40074a59223d9970ba5340f2797f9bdefe1331217e6426,train,case_group_connection,09,test,task09/images/DR_354_s4_e13.jpg,acb21d509dfbea8e04207be63949a598f3d99aee7648838609f9adc577fe67f7
07,DR_355,task07/ap/images/DR_355.jpg,a71aaac0111b3b46b526ac5fac536b37920c28edc79bf27d723dbfec6c2b2ee2,train,case_group_connection,09,val,task09/images/DR_355_s4_e14.jpg,188140b9be594e724e6ed5217dce85268b789f6db232ffee48d1439ea8264dfc
07,DR_36,task07/ap/images/DR_36.jpg,319cdae31752c28c232f92a42d4defaccf65624b330df9419b4d2025d88f0b58,train,case_group_connection,09,val,task09/images/DR_36_s2_e13.jpg,6c259324caf6d9430d66408300aba08c0505ec0447794d15c7cacf0e075cdd71
07,DR_37,task07/ap/images/DR_37.jpg,295624284a68b0305142247640e4db6d3f46b9e6e555291eb76dea0ed1f3d701,train,case_group_connection,09,val,task09/images/DR_37_s1_e13.jpg,195198749a4e139d3b8087603a913d88ddd99926e0213dd395ca5a889649bc68
07,DR_374,task07/ap/images/DR_374.jpg,b7e828bf78d88eede3ec95a7f0490af0e870ce42cc12f91e40103ed02ed54f74,train,case_group_connection,09,test,task09/images/DR_374_s2_e13.jpg,c274a7f2a45889ba228ac3dd10fb7a6be35f3112ca5131b79ed1021c2486924a
07,DR_375,task07/ap/images/DR_375.jpg,8406a1220b6e186caf52d6d690ceb7199f128bedfb439c1f5f9db4a976e20702,train,case_group_connection,09,test,task09/images/DR_375_s1_e13.jpg,4f76e6b179b7458cd3f98eadf3f5848b8066472a31c2af425d5595250801cee4
07,DR_380,task07/ap/images/DR_380.jpg,9e029aa1fbc6626346f81151bdbbc31f213086ff897c0792429b3a4a912ab060,train,case_group_connection,09,val,task09/images/DR_380_s2_e14.jpg,5fb1c630ead0ff6d67efeb995ff7da6031048feb4ee7c37917a13310ece7a167
07,DR_383,task07/ap/images/DR_383.jpg,bfc8bf92106eaaf6800d7c8a82e05e0921392b714952a22272f5533a38047fac,train,case_group_connection,09,val,task09/images/DR_383_s4_e14.jpg,8de064413c99e357e160eac8ea5f3c35de85e5528d7f522c3eba8f508a56ec2d
07,DR_390,task07/ap/images/DR_390.jpg,f04b136d48c9c747e74b293b91776b63e06d33a50708ba0f89ffaa0e39ca9cf9,train,case_group_connection,09,val,task09/images/DR_390_s2_e14.jpg,9731e3ce22f7f177bbbf9d5b4e72bd28fad99927d4d9c7e5fcb433c43cc3e3e0
07,DR_398,task07/ap/images/DR_398.jpg,90f721bc1e3b30f08841640ecf7b8801bd8c1fe824591483f8c6787616d1566e,train,case_group_connection,09,test,task09/images/DR_398_s2_e14.jpg,e4f1e191b65f3ccd82e162d03cf8163a9a57e10af3b411c575ba0bf011d3193c
07,DR_401,task07/ap/images/DR_401.jpg,e7b399693e23f87b60d1d2d317634efd854683b4fdd8600c989a428682e9ccd1,train,case_group_connection,09,test,task09/images/DR_401_s3_e12.jpg,a56cc7c5d1118baf3b7d4ed87275c3f499ca508fe99b92d168fb695cf26fa07e
07,DR_407,task07/ap/images/DR_407.jpg,8c13852662f51c947197f83078fa688661f5b963b3ef3adfb5de7926cff6a369,train,case_group_connection,09,val,task09/images/DR_407_s2_e15.jpg,52bf93636330f2f09875e533fc8c5499b6cd4d2b397a2747ebc402bcd4964a60
07,DR_411,task07/ap/images/DR_411.jpg,c9b347c8a9b98df7ca1606e65282f9bdd5fa56ab4a7b3856658b0730e413c4d2,train,case_group_connection,09,test,task09/images/DR_411_s1_e12.jpg,8b41430196d0535cec803f86beba23a00e4630458a99dcaee5dd995f29ea8d85
07,DR_426,task07/ap/images/DR_426.jpg,dc3382232ae94585c0193d5bc8411b8fdcfb46f8b82691d88d8f8aea2575207c,train,case_group_connection,09,val,task09/images/DR_426_s3_e12.jpg,e6a5b02f0a64632fa9e9aa5827714c0d60020253d6bf21833ac0782dcee3b647
07,DR_427,task07/ap/images/DR_427.jpg,fb9b585afb7a3fdf98f6c97a973225bd316679b78961ca30206a45918b38903c,train,case_group_connection,09,test,task09/images/DR_427_s4_e14.jpg,0d33833f09adb5225078c203a1854bd9e8b4ebc355e93896d482095e77ee4fa6
07,DR_428,task07/ap/images/DR_428.jpg,ce2a91dacfd8469fe5bcd15d38a19ef7ddc4acab0b62fb5799fa4d3a0f13c741,train,case_group_connection,09,val,task09/images/DR_428_s2_e12.jpg,1911374ad020a61a2b5620c181c443a2943e8d2634cd32b3da1c6d024b7f12ad
07,DR_43,task07/ap/images/DR_43.jpg,9dddd599646aa26b6215e09d1730e7471aedc3ace7578467b7fe2ea2c0ae2302,train,case_group_connection,09,val,task09/images/DR_43_s3_e12.jpg,b4f1d7409b45ee66a94998472eae250cfcd7cc58908f83d65365436368492a44
07,DR_444,task07/ap/images/DR_444.jpg,f1770bb36e12a0f57b79addc74adba62c01b9e3c798ea2963111b930895dc371,train,case_group_connection,09,val,task09/images/DR_444_s2_e14.jpg,e506ddf96ed526aa5bdddbd13f49ed769ff404e4e8041bd77d1c429418f8a743
07,DR_449,task07/ap/images/DR_449.jpg,a10f1cc2b5e81be5059f89248a390d54eca245d968fb2dc1eb445d01d55eeaa1,train,case_group_connection,09,val,task09/images/DR_449_s3_e14.jpg,c85103f65dcbfaa560799a836d40e523e3e29829d4531856f09ee542c4d82936
07,DR_453,task07/ap/images/DR_453.jpg,5cd9608f6511f12e4a3c2c95c58f4a4579efaf1dc58895c0698e74fdf7ae0dc2,train,case_group_connection,09,test,task09/images/DR_453_s2_e15.jpg,10e9a181aaba937095a0497291965894bb8b288ee88f6b296491b20c50679e52
07,DR_457,task07/ap/images/DR_457.jpg,1c8f6807963a11676e4f56b10da9b61eaf28535800667f46091f56de9f439b40,train,case_group_connection,09,val,task09/images/DR_457_s3_e15.jpg,1e992a8e9b0c4802d4ea88fea70fe8d255ec6e9fcc5f53e391dc749fcda8b8d1
07,DR_464,task07/ap/images/DR_464.jpg,a90107fb649d421522bf2b7365b687e69ff36154ccbc8121547d0f5d2ca7ec08,train,case_group_connection,09,val,task09/images/DR_464_s3_e14.jpg,6543870948648c6bc8587b32f1b7c2952dd3cb14eed8dda4527d04e5efd55560
07,DR_47,task07/ap/images/DR_47.jpg,17eae19b675873f3c9f30cdca8fe78ad76696654e389cdef95a5b0fc1b2a5407,train,case_group_connection,09,test,task09/images/DR_47_s1_e13.jpg,d0bcefe7c1aecde9b56f9097fd918a546ae902f770da6698bed09b40ce7632cc
07,DR_473,task07/ap/images/DR_473.jpg,bca89ff5af4282872904e721a651e7befe8c94e97a9c39a87b7bb243bd33f115,train,case_group_connection,09,val,task09/images/DR_473_s3_e14.jpg,7d8cadd152c2c608e6a52866ba3629a9c6634240a7da032d34325c6650c21463
07,DR_477,task07/ap/images/DR_477.jpg,6dfa163b992cb24fb3a3395b4aca0313a883318f37ab8285574b5a9f0259843b,train,case_group_connection,09,val,task09/images/DR_477_s2_e15.jpg,5eb3b59b74733596a0eb68e4a2f1d2d3fa5d49c1f3c77881e23bb34f47dea004
07,DR_48,task07/ap/images/DR_48.jpg,a1ab438ea1ae181c260c0340ab7399f7a48f0ae3e7dc2ee4b48df7cb355963a4,train,case_group_connection,09,val,task09/images/DR_48_s2_e15.jpg,3063348a3853c7748edd58843878bfc50a87e1d76a7fd7a89a3d9e08a6a6285e
07,DR_482,task07/ap/images/DR_482.jpg,61f8a4aa0bc0d8167757a94f12fd8f1ef0dfe0cfd16afa26565e6e6803619212,train,case_group_connection,09,val,task09/images/DR_482_s3_e15.jpg,109ed1df2d33afb556332b26ba02e95524a34c4f7de78e2f549a4ecde0c87fb0
07,DR_484,task07/ap/images/DR_484.jpg,7c70ce0062b8416b1c992ea3d6977ba4ed54c67f6d8c5488060cc78a912da681,train,case_group_connection,09,test,task09/images/DR_484_s3_e15.jpg,f7169ba574e9acec46755d8119b42df43eaa24bc8c8f40fda87a518565ca73c1
07,DR_487,task07/ap/images/DR_487.jpg,107c09c4e73615fc70e607322511d1dbef1360385a351c2780b8045f28e525cb,train,case_group_connection,09,val,task09/images/DR_487_s4_e13.jpg,bb96c0cea32b94299b930c100b34adc2fb7db0d67a789e0132b2c57a82ef820c
07,DR_488,task07/ap/images/DR_488.jpg,d8a20d8feca6e4348e3b2326393ce8d111537214989e8b3fbf2f65b47dd6979e,train,case_group_connection,09,test,task09/images/DR_488_s3_e14.jpg,c023a5be32d19af8e75c1bfeda68b7aae8a96fb097af64cb73133d72f4bd26a9
07,DR_494,task07/ap/images/DR_494.jpg,799af6a415a703e4e5fd99d1ba72c268ec6533024f6b48279ee819fe98736060,train,case_group_connection,09,val,task09/images/DR_494_s1_e12.jpg,6bd3677b46378a953c7013310553187e4ff3f048544b466bf4dbab7a5a926f3c
07,DR_495,task07/ap/images/DR_495.jpg,d72f5f3a0fa9bca786c25ee3aff5fdeeb5861f0097e6bc35c468a560b0ad4ce1,train,case_group_connection,09,val,task09/images/DR_495_s3_e15.jpg,34cf596fb763cda4e851a3d22fd6d33f75e03b2499482dfea97eb93870cc0e7e
07,DR_498,task07/ap/images/DR_498.jpg,14480978362dc6304f5a6bef782b38f993d4d6e4586621182cd3badca3763a8b,train,case_group_connection,09,test,task09/images/DR_498_s4_e13.jpg,151e52b3e35cdd3fe2de6b44968ef32af2c6bbd3739de212abad132d09073b33
07,DR_502,task07/ap/images/DR_502.jpg,a2170750b27b2cdd5c09b089dcc2149a74c7530bece8262e89d05ed5dd608ad1,train,case_group_connection,09,test,task09/images/DR_502_s3_e14.jpg,7f293d3522b690bda8290523a4e0c1b9b766543f287c28e75bac40ba7e31229b
07,DR_508,task07/ap/images/DR_508.jpg,643f58593bf158a8e01deb3f25e0151da3aab8cef090aae522c273a10c1042cd,train,case_group_connection,09,val,task09/images/DR_508_s4_e13.jpg,9a58a4393f43ac86b594a273c4c098339a365bfc06db713cace67e89db4b383d
07,DR_52,task07/ap/images/DR_52.jpg,b03813d798ed532aa81769b2d27293cc38dc942941c0cfa61bcc1c80bfcae786,train,case_group_connection,09,val,task09/images/DR_52_s3_e15.jpg,d75ad9cc4d924f71a9b02f0275bbba272ae59e2c52f58e09ed4db926d61e5344
07,DR_56,task07/ap/images/DR_56.jpg,99b4d6f90f10b35ceae7a9c6491eb23308fffdb537ecfba40710957087baa23c,train,case_group_connection,09,test,task09/images/DR_56_s3_e12.jpg,eb8a31663012f7b7b2a45da145cf91e0b44865c3bbc622915af99ed1193c5599
07,DR_61,task07/ap/images/DR_61.jpg,c7839e94c1d71adc11e326203185de8bc674df7a4865c33d75cdbd3638cfebb9,train,case_group_connection,09,test,task09/images/DR_61_s4_e14.jpg,5f3084b1a2eaf56d3d079c034bc1ebf85f5fd8a98d1853e82c660949bffc96d7
