model,checkpoint,group,elements,exact_changed_percent,reference_l2,delta_l2,relative_l2_percent,cosine,norm_ratio,mean_abs_delta,rms_delta,max_abs_delta,share_of_total_squared_delta_percent
DINOv2,teacher_training_75712.pth,blocks.6,7089408,100.0,101.5817760516398,28.839330532700384,28.390260195923045,0.9611324902298545,1.027286486138358,0.008561062298670164,0.010831290129063888,0.3429543972015381,7.8830567896255745
DINOv2,teacher_training_75712.pth,blocks.7,7089408,100.0,107.11590933005714,31.603945572904365,29.504436615034347,0.9581141537671543,1.029064204126602,0.009368662214061076,0.01186960645064665,0.8287111520767212,9.466880966267638
DINOv2,teacher_training_75712.pth,blocks.8,7089408,100.0,124.33732172193626,34.457671619198976,27.713056017290562,0.9625970511972983,1.0208587912629923,0.010205835586122876,0.012941390510309047,0.5670375823974609,11.253721460989839
DINOv2,teacher_training_75712.pth,blocks.9,7089408,100.0,162.82255188796722,37.429051361571034,22.98763342520557,0.9738751321323119,1.009594903056697,0.011084223392317776,0.014057362187833329,0.527181938290596,13.278283785075734
DINOv2,teacher_training_75712.pth,blocks.10,7089408,100.0,255.4427233861593,40.40081134657974,15.815996169718563,0.9874904466267922,0.9998174764084092,0.011935237928959116,0.01517347667443954,0.5374748706817627,15.470504620164064
DINOv2,teacher_training_75712.pth,blocks.11,7089408,100.0,362.3754625450867,45.50424155021812,12.557208269739425,0.9920984666642358,0.9973630189233822,0.013070988705364061,0.017090190140667812,1.5887961387634277,19.625831518014465
DINOv2,teacher_training_75712.pth,norm,1536,100.0,67.29217293846075,3.1406090006977663,4.667123773176235,0.9989450597335078,0.9906121852356854,0.0676875461065265,0.08013426597189277,0.3668711632490158,0.09348717750143405
DINOv2,teacher_training_151424.pth,cls_token,768,100.0,0.39973614505004973,0.11371918902123491,28.448562990718912,0.9806592081743303,1.1871163616003972,0.0026387390014566137,0.004103487774589744,0.025879811495542526,6.950981159292447e-05
DINOv2,teacher_training_151424.pth,pos_embed,1052160,100.0,9.681227938026321,6.355807003458356,65.65083524677442,0.8489642837568147,1.238507056703038,0.004864843537017215,0.0061962624940858505,0.0389822693541646,0.21713008680694515
DINOv2,teacher_training_151424.pth,mask_token,768,100.0,0.0,0.5161322031143801,,,,0.011639017293473941,0.018624316650345123,0.10620993375778198,0.001431859869622868
DINOv2,teacher_training_151424.pth,patch_embed,452352,100.0,5.516757698006516,0.32890776360085267,5.961975885214311,0.9982285606061883,0.9943847531851417,0.00034048567710910985,0.0004890304112540097,0.00851944088935852,0.0005814693843571605
DINOv2,teacher_training_151424.pth,blocks.0,7089408,100.0,104.84778839246103,19.4491083831256,18.54985086602367,0.9827834341385299,0.999305393232238,0.005600532508487629,0.007304570936914772,0.3302810788154602,2.03319014772103
DINOv2,teacher_training_151424.pth,blocks.1,7089408,100.0,108.62643034101791,22.106430171686252,20.350876027396023,0.9793617953956296,1.0031387125380076,0.0064119424582823395,0.00830259074966832,0.18124175071716309,2.6267324366361615
DINOv2,teacher_training_151424.pth,blocks.2,7089408,100.0,95.48526860619273,23.006045648659413,24.093816757789742,0.9713139727024735,1.010070058196965,0.0067472662341884135,0.008640462539883561,0.2783336639404297,2.8448708672384946
DINOv2,teacher_training_151424.pth,blocks.3,7089408,99.99998589444986,378.15976373947035,27.512417553097507,7.275342379379085,0.9973592318945187,1.0016601758540569,0.008071794272074872,0.010332936693230727,0.36101579666137695,4.068516782382399
DINOv2,teacher_training_151424.pth,blocks.4,7089408,100.0,91.54464906170543,30.563648019865063,33.386602420927645,0.9465200480198381,1.032349666595163,0.009035069908959425,0.011478898191841974,0.5688649415969849,5.020985679479264
DINOv2,teacher_training_151424.pth,blocks.5,7089408,99.99998589444986,93.1157115746444,34.668516819968225,37.23165106479037,0.9342482210523807,1.0412029901866695,0.010265455388632636,0.013020578393649923,0.7565155327320099,6.460247072185952
DINOv2,teacher_training_151424.pth,blocks.6,7089408,100.0,101.5817760516398,38.438658167580336,37.84011233278671,0.9321751185255155,1.04234708289872,0.011357130562179834,0.014436543813418046,0.7110977172851562,7.94172859246146
DINOv2,teacher_training_151424.pth,blocks.7,7089408,100.0,107.11590933005714,42.27806121286433,39.46945087549282,0.9264384098623156,1.04506337565582,0.01241583498577947,0.015878522095775505,1.7193323373794556,9.607463207947944
DINOv2,teacher_training_151424.pth,blocks.8,7089408,100.0,124.33732172193626,45.63187642374448,36.700063819770904,0.9351033910586996,1.03053829246801,0.013438997472860134,0.017138126424909323,1.3386695384979248,11.192194762891964
DINOv2,teacher_training_151424.pth,blocks.9,7089408,100.0,162.82255188796722,49.43560535446753,30.3616451045937,0.9545974306218086,1.0132421566889358,0.014595823210452715,0.01856670645294639,0.946098268032074,13.135854120065996
DINOv2,teacher_training_151424.pth,blocks.10,7089408,100.0,255.4427233861593,52.51462219656528,20.558276822463085,0.9787934246305136,0.9961382420360365,0.015448129006220956,0.019723103779549382,0.736487627029419,14.823101908251106
DINOv2,teacher_training_151424.pth,blocks.11,7089408,100.0,362.3754625450867,60.80803673737359,16.780395755909623,0.9858576286951932,0.9944268893987022,0.016627524970265428,0.022837891029906573,3.3325535655021667,19.874699335533425
DINOv2,teacher_training_151424.pth,norm,1536,100.0,67.29217293846075,5.3038312495598765,7.881795189479576,0.9970014323860436,0.9820306033938762,0.1109704591737426,0.1353300025338521,0.6237294673919678,0.15120216133229472
DINOv2,teacher_training_229999.pth,cls_token,768,100.0,0.39973614505004973,0.1182925168199772,29.59264962270704,0.9770441382899865,1.1824406799747298,0.0026933897396492767,0.0042685135268207604,0.03052642196416855,6.0950890325594666e-05
DINOv2,teacher_training_229999.pth,pos_embed,1052160,100.0,9.681227938026321,6.93838154116685,71.66840390064563,0.8184215450834937,1.2467319899986986,0.0052850301808129415,0.006764213150241453,0.041907720325980335,0.20969200184135087
DINOv2,teacher_training_229999.pth,mask_token,768,100.0,0.0,0.5183258906362235,,,,0.011509466214434383,0.01870347453042351,0.10737747699022293,0.0011702302357552712
DINOv2,teacher_training_229999.pth,patch_embed,452352,100.0,5.516757698006516,0.4094153545330804,7.421303906115415,0.9973005988646009,0.9865274998497433,0.00043060172189551013,0.000608731630439688,0.011622190475463867,0.0007301191881309088
DINOv2,teacher_training_229999.pth,blocks.0,7089408,100.0,104.84778839246103,22.385058201834255,21.350052819467795,0.9770997895389969,0.994606195696706,0.006399341367579615,0.008407236071764152,0.5126622915267944,2.1826392740671445
DINOv2,teacher_training_229999.pth,blocks.1,7089408,100.0,108.62643034101791,25.35346111717757,23.34004812418472,0.9727496911735831,0.9995404791841506,0.007339816905027303,0.009522089731754158,0.23297977447509766,2.7998838806541926
DINOv2,teacher_training_229999.pth,blocks.2,7089408,100.0,95.48526860619273,26.2560586914881,27.497496812597593,0.9624133518883206,1.005433033300366,0.007669284440053736,0.009861081518892263,0.425994873046875,3.0027873580339297
DINOv2,teacher_training_229999.pth,blocks.3,7089408,99.99998589444986,378.15976373947035,31.34728791911253,8.289429739730044,0.9965748393692783,1.0023085122667088,0.0091497957286316,0.011773212621084205,0.5102132558822632,4.280213726335597
DINOv2,teacher_training_229999.pth,blocks.4,7089408,99.99997178889973,91.54464906170543,34.47022174477354,37.65399954894029,0.9316168193137426,1.0300661272412963,0.010155475791734009,0.012946104005689952,1.006965160369873,5.175516102968565
DINOv2,teacher_training_229999.pth,blocks.5,7089408,100.0,93.1157115746444,38.7547608372645,41.620001804096724,0.9174057049339325,1.0392895942000178,0.011438598285230509,0.01455526361941488,1.1692387163639069,6.542076707163614
DINOv2,teacher_training_229999.pth,blocks.6,7089408,100.0,101.5817760516398,43.02909014659613,42.35906460694485,0.9148699614014654,1.0429952193026755,0.012601869231919265,0.01616058870849895,1.205636739730835,8.0647300662691
DINOv2,teacher_training_229999.pth,blocks.7,7089408,100.0,107.11590933005714,47.057196992966,43.93109976592579,0.908504681932932,1.0440587661887386,0.013640659665009292,0.01767343914982351,2.5579012632369995,9.645341719912093
DINOv2,teacher_training_229999.pth,blocks.8,7089408,100.0,124.33732172193626,50.148462813773,40.332590504018825,0.921111166228447,1.0265510364257153,0.01465101532139454,0.01883443686900615,2.062727928161621,10.954202379471747
DINOv2,teacher_training_229999.pth,blocks.9,7089408,100.0,162.82255188796722,53.179814709782455,32.661209453573555,0.9470050044848531,1.0061145537673264,0.01562168625971213,0.019972932501966044,1.380631923675537,12.318537485273241
DINOv2,teacher_training_229999.pth,blocks.10,7089408,100.0,255.4427233861593,56.65284115059359,22.178295157364904,0.9752086173256094,0.9900249905271216,0.01653220292260412,0.021277309417500955,0.8866671323776245,13.98005561645906
DINOv2,teacher_training_229999.pth,blocks.11,7089408,100.0,362.3754625450867,68.79116995152211,18.983396245534454,0.9818641676875703,0.9915686558400895,0.017691549862635422,0.025836144816809313,4.970531165599823,20.612511034103562
DINOv2,teacher_training_229999.pth,norm,1536,100.0,67.29217293846075,7.264249828975659,10.795088807161683,0.9944079690308999,0.9720338074240423,0.1469347341603585,0.18535109838635763,0.8670318126678467,0.22985134713261546
DINOv2,teacher_training_299999.pth,cls_token,768,100.0,0.39973614505004973,0.11453476554960158,28.6525917077779,0.9738084106565743,1.1481641442094035,0.0026257782752252545,0.004132917357602072,0.031583745032548904,5.3857826051817114e-05
DINOv2,teacher_training_299999.pth,pos_embed,1052160,100.0,9.681227938026321,6.980801391820482,72.10656991558896,0.8032893862150405,1.2097492003478874,0.005293641724600388,0.006805568170849663,0.04839528537195292,0.20007126654725682
DINOv2,teacher_training_299999.pth,mask_token,768,100.0,0.0,0.492230230489722,,,,0.011018456249024903,0.017761828504782032,0.10130396485328674,0.0009947426113922253
DINOv2,teacher_training_299999.pth,patch_embed,452352,100.0,5.516757698006516,0.47022912381606735,8.523650114015066,0.9966073438799044,0.9744384692586602,0.0005081855695438475,0.0006991514559761153,0.01639378070831299,0.0009078063256367968
DINOv2,teacher_training_299999.pth,blocks.0,7089408,100.0,104.84778839246103,23.930463311043223,22.824003899317265,0.9737055638798068,0.987707011308459,0.006790237935908353,0.008987649375249138,0.5767615437507629,2.3511285265722717
DINOv2,teacher_training_299999.pth,blocks.1,7089408,100.0,108.62643034101791,26.850933087845945,24.718600255528138,0.9692637820266963,0.9932053569112821,0.007753771236861606,0.010084500615601103,0.3064444661140442,2.9600082507626357
DINOv2,teacher_training_299999.pth,blocks.2,7089408,100.0,95.48526860619273,27.692825824893703,29.002197123313817,0.9578225995764608,0.9970256103966061,0.008050978655232901,0.010400693270703702,0.5911655426025391,3.1485363045141046
DINOv2,teacher_training_299999.pth,blocks.3,7089408,100.0,378.15976373947035,32.95444705884644,8.714424488997222,0.9962194586687991,1.0030990842254308,0.009556652080927043,0.012376819105856675,0.6943966150283813,4.458638019861791
DINOv2,teacher_training_299999.pth,blocks.4,7089408,100.0,91.54464906170543,35.768616465294194,39.07231807856345,0.9253481933963889,1.0198674137973436,0.01049090674686369,0.013433746737342753,1.3424072265625,5.252649726443985
DINOv2,teacher_training_299999.pth,blocks.5,7089408,99.99998589444986,93.1157115746444,39.83166098106592,42.776519995914605,0.911353673007199,1.027752056156627,0.011713089594745728,0.014959718843655195,1.425961285829544,6.5137485684389675
DINOv2,teacher_training_299999.pth,blocks.6,7089408,99.99998589444986,101.5817760516398,44.294935212891986,43.60519862379089,0.9085985064007494,1.033868536877707,0.012821267424869531,0.016636006650532942,1.689088225364685,8.055310744860737
DINOv2,teacher_training_299999.pth,blocks.7,7089408,100.0,107.11590933005714,48.217548628171706,45.01436708117613,0.9024924493818254,1.03334330174089,0.013750881088663305,0.018109236548046605,3.2218176126480103,9.545186344641587
DINOv2,teacher_training_299999.pth,blocks.8,7089408,99.99998589444986,124.33732172193626,50.70482664627381,40.780053763477675,0.9181660144032465,1.01475850117295,0.014662949951666669,0.019043392416025567,2.6824514865875244,10.555352990208902
DINOv2,teacher_training_299999.pth,blocks.9,7089408,100.0,162.82255188796722,53.24555313802322,32.701583730649126,0.9463075674665627,0.995677295982614,0.015522133963736483,0.019997622117700953,1.7983059883117676,11.639674700430248
DINOv2,teacher_training_299999.pth,blocks.10,7089408,100.0,255.4427233861593,56.6093902306593,22.161285113250788,0.9751686982477029,0.9833078523314306,0.016316616227155592,0.02126099040067602,1.3071746826171875,13.156825382552018
DINOv2,teacher_training_299999.pth,blocks.11,7089408,100.0,362.3754625450867,72.96539806785013,20.13530318951212,0.9795646917881492,0.9890530452474889,0.017377494504012592,0.027403874544154383,6.379454791545868,21.857881605473793
DINOv2,teacher_training_299999.pth,norm,1536,100.0,67.29217293846075,8.591254156795317,12.767092786039305,0.9921424921235757,0.9667143483078541,0.1669498481103441,0.2192103014032653,1.0625331401824951,0.3030311619285955
DINOv2,teacher_training_378562.pth,cls_token,768,100.0,0.39973614505004973,0.10263480460072572,25.675637760472004,0.9723111278822597,1.0786726192424747,0.002434623558241237,0.003703514504028352,0.029437776654958725,4.277786452492999e-05
DINOv2,teacher_training_378562.pth,pos_embed,1052160,100.0,9.681227938026321,6.784604598342252,70.08000061328383,0.7938613207716528,1.1421951336768874,0.005108275095855082,0.006614296341445847,0.051068064058199525,0.18692993968797045
DINOv2,teacher_training_378562.pth,mask_token,768,100.0,0.0,0.4539459663588244,,,,0.010190486959939923,0.016380364117175753,0.09192610532045364,0.0008368316626579315
DINOv2,teacher_training_378562.pth,patch_embed,452352,100.0,5.516757698006516,0.5342533621445487,9.684191175146251,0.9960169178467975,0.9582272829092616,0.0005924966146904274,0.0007943447078994663,0.022045135498046875,0.001159109082740335
DINOv2,teacher_training_378562.pth,blocks.0,7089408,100.0,104.84778839246103,25.00763446745832,23.851370497059023,0.9711726080511613,0.9792362355036177,0.007022024951804642,0.009392206384662446,0.608850359916687,2.5396566532818143
DINOv2,teacher_training_378562.pth,blocks.1,7089408,100.0,108.62643034101791,27.764354509287422,25.55948347204728,0.9669569451018308,0.9852450072312869,0.007975824909293789,0.010427557553573934,0.4362984895706177,3.13043682103613
DINOv2,teacher_training_378562.pth,blocks.2,7089408,100.0,95.48526860619273,28.40685479664458,29.74998678990179,0.9552179818572494,0.9860005136467171,0.008205235591843643,0.010668863675866943,0.7220466136932373,3.2769973018886125
DINOv2,teacher_training_378562.pth,blocks.3,7089408,100.0,378.15976373947035,33.618833703106716,8.890113895424394,0.9960729602341702,1.0041199855867018,0.009661940416569809,0.012626345165197707,0.859492152929306,4.58981379515774
DINOv2,teacher_training_378562.pth,blocks.4,7089408,99.99998589444986,91.54464906170543,35.93365820898175,39.25260359538957,0.9233628751571179,1.0050677594670439,0.010476163533281986,0.013495732053099636,1.6633927822113037,5.2436373264217755
DINOv2,teacher_training_378562.pth,blocks.5,7089408,100.0,93.1157115746444,39.56239926376593,42.487351054662255,0.9107285235263445,1.0104478472739804,0.011575501909487898,0.01485859126104993,1.5782138407230377,6.3561629746389094
DINOv2,teacher_training_378562.pth,blocks.6,7089408,100.0,101.5817760516398,44.09239159862982,43.40580890829782,0.907758858730508,1.0192602950534573,0.012572541941155905,0.016559936623616916,2.1165571212768555,7.8950901403913125
DINOv2,teacher_training_378562.pth,blocks.7,7089408,100.0,107.11590933005714,47.70528678959228,44.536135750477165,0.9026195601201655,1.0169384521285028,0.01332341001590467,0.01791684454402938,3.673103451728821,9.241932732422622
DINOv2,teacher_training_378562.pth,blocks.8,7089408,100.0,124.33732172193626,49.51012634035401,39.81919962139507,0.9206477397305978,0.9990641061339799,0.014135825583947874,0.01859469456515049,3.0540730953216553,9.954463310332276
DINOv2,teacher_training_378562.pth,blocks.9,7089408,100.0,162.82255188796722,51.54502930236489,31.657180596107665,0.9492140019315581,0.9842129989512114,0.014859240053975254,0.019358950321401135,2.0569040775299072,10.78955076676271
DINOv2,teacher_training_378562.pth,blocks.10,7089408,100.0,255.4427233861593,55.111964658078314,21.575077155266683,0.9764485368635251,0.9768234615095152,0.015587492675248334,0.020698596942724082,1.674820899963379,12.334500518783729
DINOv2,teacher_training_378562.pth,blocks.11,7089408,100.0,362.3754625450867,77.00749461439295,21.250747518483454,0.97721653607722,0.9877799347818765,0.016541714193374878,0.028921979147021288,7.811446845531464,24.082178404870145
DINOv2,teacher_training_378562.pth,norm,1536,100.0,67.29217293846075,9.630112856054586,14.310895956445638,0.9900337814224406,0.9645963549559547,0.18328362624073455,0.24571731940364713,1.2300522327423096,0.3766105957143242
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,cls_token,768,100.0,1.4511170236042474,0.036486258679878876,2.5143567394210042,0.9998017187552967,0.9844499824576529,0.0010068669813894833,0.0013165844544093992,0.007241785526275635,0.00011926980130459368
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,pos_embed,1052160,100.0,32.168337485446706,1.3959352133629632,4.3394695606961315,0.9991277724449814,0.9873207712299554,0.00108211325186329,0.0013608942187873548,0.009556770324707031,0.174583162190785
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,mask_token,768,100.0,2.590206780176692,0.038580556148248124,1.489477845688302,0.9999668690108637,0.9874931548619186,0.0008877180211518029,0.0013921559048547829,0.010053753852844238,0.0001333548446039241
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,patch_embed,452352,99.9995578664403,7.822641468942206,0.03993585215243838,0.5105162023722224,0.999989621666068,0.9976861201718263,4.615333691386406e-05,5.9377881470705554e-05,0.001170974224805832,0.00014288865284996488
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,blocks.0,7089408,99.99991536669917,141.12532369014394,3.9309289094647624,2.785417107772625,0.9996342357662922,0.9929663903507162,0.0011707995705718718,0.001476352977294679,0.014500021934509277,1.384401972614253
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,blocks.1,7089408,99.99995768334958,152.09820316096437,4.488834610588384,2.9512739252007365,0.99959297884877,0.9920348612316278,0.0013378569121380338,0.0016858876094067833,0.01681077480316162,1.8052570037777709
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,blocks.2,7089408,99.99994357779944,141.7521958899403,5.080550924573732,3.584107387315812,0.9994104388084645,0.9891241481403764,0.0015127675745079407,0.0019081206138660393,0.018752992153167725,2.31256233370767
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,blocks.3,7089408,99.99998589444986,394.9199597932742,5.911545362991651,1.4968970841803295,0.999889236415644,0.9982907408972455,0.0017604377649599542,0.0022202201561191863,0.019327521324157715,3.130933786027453
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,blocks.4,7089408,99.99997178889973,150.45086352886318,6.786345021341628,4.510672030831983,0.9990645815927379,0.986232808135984,0.002021300817473774,0.0025487717809098798,0.020792901515960693,4.12613754666357
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,blocks.5,7089408,99.99995768334958,158.788293782029,7.791133969233817,4.90661734795691,0.9988924905468476,0.9849749817607475,0.002320087111546297,0.0029261439463544605,0.026528477668762207,5.438425383837589
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,blocks.6,7089408,99.99995768334958,169.9614651593146,8.91835255765256,5.247279169600519,0.9987320446019029,0.9839303290570854,0.0026559295004233902,0.00334949744813542,0.021775007247924805,7.1259226440716805
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,blocks.7,7089408,99.99994357779944,181.58838382321858,10.109807232691885,5.567430592109938,0.9985735434992631,0.9828017295112998,0.0030124293829401397,0.003796976325855821,0.025765955448150635,9.157092045592576
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,blocks.8,7089408,99.99997178889973,203.77542179930512,11.23721514118911,5.514509572335199,0.9986014957121717,0.9829193778410384,0.003350196553577283,0.0042204009312532455,0.02658480405807495,11.313297857228049
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,blocks.9,7089408,99.99995768334958,227.8498734076344,12.445374614348289,5.462094153584591,0.9986306843625448,0.9829242842445454,0.0037111129424661016,0.004674153689526402,0.03023374080657959,13.876750422083768
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,blocks.10,7089408,99.99995768334958,289.30767269361905,13.877812925868039,4.796904553777542,0.9989233417213704,0.986722031726335,0.0041365026714889905,0.005212139650277622,0.03795933723449707,17.25495725442724
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,blocks.11,7089408,99.99995768334958,321.98679825979445,15.981259584697476,4.963327587053127,0.9988319398270421,0.9874870690789082,0.004742828050954299,0.006002138606978729,0.14457333087921143,22.881992646359567
RAD-DINO,spine_rad_dino_vitb14_teacher_20000.pth,norm,1536,100.0,49.56846204237919,0.4393058214660595,0.8862607459768863,0.9999631924628175,1.0021840237072037,0.009527937380520749,0.011209115662771364,0.03137373924255371,0.017290428119248184
RAD-DINO,teacher_training_75712.pth,cls_token,768,100.0,1.4511170236042474,0.09083374641516845,6.259574172009774,0.9994511124326569,0.9463403505819303,0.0019254075723248814,0.0032776804965187318,0.027448296546936035,4.69378366032176e-05
RAD-DINO,teacher_training_75712.pth,pos_embed,1052160,100.0,32.168337485446706,4.6829050917165835,14.557498017530992,0.9901386351776271,0.9505584415897278,0.0035734787470186225,0.004565354040388343,0.039730966091156006,0.12475539253582779
RAD-DINO,teacher_training_75712.pth,mask_token,768,100.0,2.590206780176692,0.1292254363034603,4.98900077370059,0.9998024942637054,0.9540418079934471,0.002831099038256587,0.004663021277246853,0.03415334224700928,9.50002239860548e-05
RAD-DINO,teacher_training_75712.pth,patch_embed,452352,99.99977893322014,7.822641468942206,0.11419770749834571,1.4598356316308045,0.9999371861601718,0.9905836695455696,0.00013139643284102297,0.00016979274447882425,0.006235387176275253,7.418966091721723e-05
RAD-DINO,teacher_training_75712.pth,blocks.0,7089408,99.99998589444986,141.12532369014394,15.350706345824328,10.877357758646124,0.9943738439817171,0.9696547668158078,0.0045352457080398674,0.0057653194802548295,0.059637606143951416,1.3405571787192265
RAD-DINO,teacher_training_75712.pth,blocks.1,7089408,99.99997178889973,152.09820316096437,17.795383667820722,11.699930241114028,0.9935304605529846,0.9653948459103495,0.0052707489717595075,0.006683475653001692,0.0626259446144104,1.8015375827192466
RAD-DINO,teacher_training_75712.pth,blocks.2,7089408,100.0,141.7521958899403,20.36268005866938,14.364983858507161,0.9903232226985603,0.953237355557837,0.0060380839649410625,0.007647684306356192,0.07404214143753052,2.358840035144488
RAD-DINO,teacher_training_75712.pth,blocks.3,7089408,99.99998589444986,394.9199597932742,23.4973844939275,5.949910585990006,0.9982412426081727,0.9931695523537926,0.00696033836256634,0.008824996420749607,0.0805211067199707,3.140998013852165
RAD-DINO,teacher_training_75712.pth,blocks.4,7089408,99.99997178889973,150.45086352886318,27.07738096473217,17.99749122711916,0.984551955459656,0.9429163691607307,0.008029706985233035,0.01016954845160701,0.08530956506729126,4.17101666988094
RAD-DINO,teacher_training_75712.pth,blocks.5,7089408,99.99998589444986,158.788293782029,30.930159083408284,19.478866071743656,0.9817654707054873,0.9392676847201044,0.009171196743132234,0.011616550057936686,0.1057441234588623,5.442430883358926
RAD-DINO,teacher_training_75712.pth,blocks.6,7089408,100.0,169.9614651593146,35.26872708012155,20.75101379425163,0.979215925118318,0.935349248081583,0.01047159555257747,0.013246001499737292,0.09315615892410278,7.07633175911219
RAD-DINO,teacher_training_75712.pth,blocks.7,7089408,99.99998589444986,181.58838382321858,39.92445843959623,21.98624030844606,0.9765218438861888,0.9325401672815397,0.011872293815740835,0.01499457111581324,0.10801208019256592,9.067899174030842
RAD-DINO,teacher_training_75712.pth,blocks.8,7089408,100.0,203.77542179930512,44.736666715214476,21.95390706111498,0.9765579197254216,0.9333980529131813,0.013318442004599538,0.016801909324847007,0.1564960479736328,11.385598351140414
RAD-DINO,teacher_training_75712.pth,blocks.9,7089408,99.99997178889973,227.8498734076344,50.152913462839486,22.011385265557514,0.9764304114943881,0.9332279043682898,0.014951389834443855,0.018836108415134695,0.19249916076660156,14.309384345418746
RAD-DINO,teacher_training_75712.pth,blocks.10,7089408,100.0,289.30767269361905,55.988471456968846,19.352570547363747,0.9817141101980175,0.946860231777476,0.016696080122169936,0.02102778972437051,0.21671940386295319,17.833058608415797
RAD-DINO,teacher_training_75712.pth,blocks.11,7089408,100.0,321.98679825979445,62.08460001555398,19.28172221690317,0.9818170397715393,0.948006083696182,0.018424350049015395,0.02331733444896939,0.7195189595222473,21.927867077527495
RAD-DINO,teacher_training_75712.pth,norm,1536,100.0,49.56846204237919,1.85182940297006,3.7359024804659358,0.9995166147045519,1.0202327872468522,0.03924836477030643,0.04725038674957769,0.20207557082176208,0.019508800422221275
RAD-DINO,teacher_training_151424.pth,cls_token,768,100.0,1.4511170236042474,0.17326658895645222,11.940221645673835,0.999065031212827,0.8877644207604628,0.0030320666831234653,0.006252219485973496,0.05589836835861206,7.87919644965275e-05
RAD-DINO,teacher_training_151424.pth,pos_embed,1052160,100.0,32.168337485446706,6.506501101415167,20.22641395241136,0.9831467084105613,0.8966121349965127,0.004838043639182001,0.006343173844090943,0.09134519100189209,0.11110850209249751
RAD-DINO,teacher_training_151424.pth,mask_token,768,100.0,2.590206780176692,0.2724340504264241,10.51784948257451,0.9995970250622876,0.8983215182149492,0.005422747473706284,0.009830617021882253,0.07253646850585938,0.00019479376514434043
RAD-DINO,teacher_training_151424.pth,patch_embed,452352,100.0,7.822641468942206,0.2065934078515834,2.640967359578086,0.9998553321940139,0.9796524567492245,0.0002367871048885183,0.0003071695787838961,0.00849902629852295,0.00011201732479200852
