model,checkpoint,tensor,elements,exact_changed_percent,reference_l2,delta_l2,relative_l2_percent,cosine,norm_ratio,mean_abs_delta,rms_delta,max_abs_delta
DINOv2,teacher_training_75712.pth,blocks.0.mlp.fc1.weight,2359296,100.0,26.18232121206333,8.700494232988902,33.23041590743378,0.9454749730883877,1.0114217612936558,0.004436985750016529,0.005664384266268817,0.08460429763363209
DINOv2,teacher_training_75712.pth,blocks.0.mlp.fc1.bias,3072,100.0,60.787323274015456,0.5459038282245633,0.898055381981129,0.9999749475632981,1.0055018002962195,0.00723187972357664,0.009849303818034338,0.04467606544494629
DINOv2,teacher_training_75712.pth,blocks.0.mlp.fc2.weight,2359296,100.0,22.174721612627266,7.636832014204336,34.439359138811405,0.9414592557255025,1.0118330859496714,0.0039011323222364197,0.004971895842580948,0.06478545069694519
DINOv2,teacher_training_75712.pth,blocks.0.mlp.fc2.bias,768,100.0,5.209158688072367,0.060706342903461684,1.165377108638744,0.9999374209605042,0.996673034696838,0.0015816992325502117,0.0021905514635519583,0.011352352797985077
DINOv2,teacher_training_75712.pth,blocks.0.ls2.gamma,768,100.0,4.073168159907173,0.428369687580531,10.516867233644819,0.9948845813832363,0.9656308651217291,0.012622741489797326,0.015457459652330967,0.0683625340461731
DINOv2,teacher_training_75712.pth,blocks.1.norm1.weight,768,100.0,38.79766955807839,0.7696767439321794,1.9838221024590343,0.9998777684869644,0.9876668337196342,0.025488258028702877,0.027773317206139903,0.10547757148742676
DINOv2,teacher_training_75712.pth,blocks.1.norm1.bias,768,100.0,8.366019162267852,0.31286945648575915,3.739764999545457,0.9993772387617859,1.011764715515097,0.008972498841410234,0.01128970405770406,0.03833484649658203
DINOv2,teacher_training_75712.pth,blocks.1.attn.qkv.weight,1769472,100.0,25.202025915254058,8.480553894238628,33.650286380769074,0.9417227937001322,0.950440449644187,0.004968261889486932,0.00637532561681745,0.061756059527397156
DINOv2,teacher_training_75712.pth,blocks.1.attn.qkv.bias,2304,100.0,60.11453142889135,0.6364244173901685,1.058686481059885,0.9999440368273661,1.0003421487800597,0.007762441711303186,0.013258842028961843,0.09727644920349121
DINOv2,teacher_training_75712.pth,blocks.1.attn.proj.weight,589824,100.0,11.201787962731284,4.0940326969940015,36.548028855884276,0.9329906143614689,0.9966092265095351,0.004192640066944315,0.0053307717408776056,0.05318005334993359
DINOv2,teacher_training_75712.pth,blocks.1.attn.proj.bias,768,100.0,3.316409445827137,0.14784993606777472,4.4581327632450956,0.9992310198752364,0.9780148502309046,0.004146576377389503,0.005335075024274918,0.01982618123292923
DINOv2,teacher_training_75712.pth,blocks.1.ls1.gamma,768,100.0,5.428907611101864,0.43617862575456234,8.034371866314272,0.9986115005087672,0.9379481501479917,0.013204737517195753,0.01573924043713485,0.08556497097015381
DINOv2,teacher_training_75712.pth,blocks.1.norm2.weight,768,100.0,38.347120640275406,0.7736780718820435,2.0175649669755416,0.9998000768148659,1.0024927406647315,0.021518018620554358,0.027917702691700526,0.11803394556045532
DINOv2,teacher_training_75712.pth,blocks.1.norm2.bias,768,100.0,9.459635270883824,0.6674411781897636,7.055675605634675,0.9976333050382384,0.9818071511557047,0.01916454185451973,0.02408420899350631,0.09072965383529663
DINOv2,teacher_training_75712.pth,blocks.1.mlp.fc1.weight,2359296,100.0,23.517339340457205,10.679087448863191,45.40942023357128,0.9055411934401655,1.0674250950855926,0.005453546099169368,0.006952530891186974,0.09469005465507507
DINOv2,teacher_training_75712.pth,blocks.1.mlp.fc1.bias,3072,100.0,56.351156637961466,0.7424243326263309,1.3174961738517184,0.9999413200109905,1.0074395252718278,0.00886876030832203,0.013394965259210637,0.06280708312988281
DINOv2,teacher_training_75712.pth,blocks.1.mlp.fc2.weight,2359296,100.0,20.764363312176826,7.919869112304428,38.141641972041526,0.928914832503386,1.0203547104403858,0.004027353392318389,0.0051561647866565285,0.052446176297962666
DINOv2,teacher_training_75712.pth,blocks.1.mlp.fc2.bias,768,100.0,7.7691525357098135,0.05623253479681789,0.7237923896892612,0.9999816850921431,0.9960120425315342,0.0015729493164637158,0.0020291168188848628,0.008124828338623047
DINOv2,teacher_training_75712.pth,blocks.1.ls2.gamma,768,100.0,5.438592360778933,0.6230669974673179,11.45640188002765,0.9948358627665768,0.9417010507297446,0.019636357625671508,0.022482993669432988,0.05305135250091553
DINOv2,teacher_training_75712.pth,blocks.2.norm1.weight,768,100.0,41.512658860000116,0.6998685780071127,1.6859160488066862,0.9999007564408369,0.9906404096157971,0.021653821070988972,0.025254331994360446,0.10144615173339844
DINOv2,teacher_training_75712.pth,blocks.2.norm1.bias,768,100.0,6.942657453950505,0.3034698921085354,4.371091244547219,0.9991099280333938,1.0105682072108702,0.00872651284246236,0.010950526493738101,0.04236501455307007
DINOv2,teacher_training_75712.pth,blocks.2.attn.qkv.weight,1769472,100.0,22.539122725940807,9.167182576259611,40.672313149565866,0.9166783690466499,0.9923284713047511,0.005390349275328928,0.006891504333481684,0.06864279881119728
DINOv2,teacher_training_75712.pth,blocks.2.attn.qkv.bias,2304,100.0,26.4411171959957,0.9463871337177541,3.5792252146633086,0.9993773926111429,1.0053988688399844,0.010879333978440146,0.019716398619119876,0.13187532126903534
DINOv2,teacher_training_75712.pth,blocks.2.attn.proj.weight,589824,100.0,10.875104073629423,4.2312483781170185,38.90765871728246,0.9279260056835394,1.0394036389103904,0.0043618173898892,0.005509437992339867,0.04008298087865114
DINOv2,teacher_training_75712.pth,blocks.2.attn.proj.bias,768,100.0,2.377589781228016,0.14905328760830594,6.269091867114289,0.9980533855118687,0.991672820056175,0.004152614394134464,0.005378497232765884,0.02310103178024292
DINOv2,teacher_training_75712.pth,blocks.2.ls1.gamma,768,100.0,4.795744012097434,0.2753341324608291,5.74121829201661,0.9988330417627733,0.9677910691332423,0.007780234766438336,0.009935264718334485,0.0472416877746582
DINOv2,teacher_training_75712.pth,blocks.2.norm2.weight,768,100.0,55.35386395788772,0.5886362971200502,1.0634059757199148,0.9999446879746672,1.001513839233903,0.015077384148147152,0.021240582787315346,0.13516229391098022
DINOv2,teacher_training_75712.pth,blocks.2.norm2.bias,768,100.0,7.425077845558647,0.3499635804337806,4.713264799548376,0.9991714547771441,0.9753999897709498,0.009002949087251485,0.01262822296062553,0.06437122076749802
DINOv2,teacher_training_75712.pth,blocks.2.mlp.fc1.weight,2359296,100.0,22.137814083400528,10.20668724128224,46.105217086159655,0.9049647221661675,1.0825323223117989,0.005231806470741503,0.006644978672709791,0.11918729543685913
DINOv2,teacher_training_75712.pth,blocks.2.mlp.fc1.bias,3072,100.0,44.16852928836087,0.46950390499238087,1.0629828807003154,0.9999662928285943,1.0067175929869319,0.006391908436626181,0.008470881435404112,0.059061646461486816
DINOv2,teacher_training_75712.pth,blocks.2.mlp.fc2.weight,2359296,100.0,19.61705004058221,9.311785246751754,47.46781614711827,0.8968672928275635,1.0691760213398045,0.0047840959220729045,0.006062360186687339,0.08049209415912628
DINOv2,teacher_training_75712.pth,blocks.2.mlp.fc2.bias,768,100.0,5.497456180370493,0.10377604453658573,1.8877102632874807,0.9998326300791315,0.9951814823965325,0.0027937759278415797,0.0037446954530395227,0.02128208428621292
DINOv2,teacher_training_75712.pth,blocks.2.ls2.gamma,768,100.0,4.086069467269117,0.4403066394002041,10.77579916169361,0.9958693920624332,0.9378381004680203,0.01369875087147232,0.015888197298980458,0.04512256383895874
DINOv2,teacher_training_75712.pth,blocks.3.norm1.weight,768,100.0,42.12137174323095,0.8248919647073917,1.958369185447895,0.9998205643287329,0.9948524820752702,0.025509540709511686,0.029765724867260743,0.12079143524169922
DINOv2,teacher_training_75712.pth,blocks.3.norm1.bias,768,100.0,9.266829391996778,0.3480415730699517,3.755778361156999,0.999329144611137,0.9910028982155262,0.009515452602120908,0.012558868493819838,0.0749780535697937
DINOv2,teacher_training_75712.pth,blocks.3.attn.qkv.weight,1769472,100.0,25.253621118724112,10.493316403836424,41.551729767800424,0.9133846437480652,0.9966080305117088,0.006186093634120167,0.0078884362636027,0.10896661132574081
DINOv2,teacher_training_75712.pth,blocks.3.attn.qkv.bias,2304,100.0,367.7691632822363,1.237187997595012,0.3364034076575255,0.999994352549826,1.0001421930516814,0.013688598197262536,0.02577474994989608,0.20079052448272705
DINOv2,teacher_training_75712.pth,blocks.3.attn.proj.weight,589824,100.0,10.954279753859367,5.630016953912493,51.3955922289546,0.8783066114541216,1.0669151843783642,0.005809965170798286,0.007330751242073559,0.05022744310554117
DINOv2,teacher_training_75712.pth,blocks.3.attn.proj.bias,768,100.0,3.1402233642892345,0.20446616041186869,6.511197984737879,0.9980057630847687,0.9820347559137486,0.005721709386089439,0.007378037047122599,0.030212342739105225
DINOv2,teacher_training_75712.pth,blocks.3.ls1.gamma,768,100.0,5.802884039200268,0.3585270634287064,6.178428881341515,0.9981456203790304,0.987563662808744,0.010358870550802793,0.012937231036395604,0.04531306028366089
DINOv2,teacher_training_75712.pth,blocks.3.norm2.weight,768,100.0,40.65039412567809,0.7728918240726398,1.9013144661847659,0.999831244377259,1.004731948705299,0.01805068813795163,0.027889331417674967,0.1588457226753235
DINOv2,teacher_training_75712.pth,blocks.3.norm2.bias,768,100.0,8.62920222569121,0.4402036776694538,5.101325315553059,0.9987021596253187,0.9958115476164543,0.012422692850274567,0.01588448198754515,0.057561278343200684
DINOv2,teacher_training_75712.pth,blocks.3.mlp.fc1.weight,2359296,100.0,22.35337710465601,12.733682632299306,56.965363992570914,0.8610746955969737,1.11789155812362,0.00655039610524603,0.008290157963736527,0.1078425943851471
DINOv2,teacher_training_75712.pth,blocks.3.mlp.fc1.bias,3072,100.0,49.32827112527534,0.6782023420441593,1.3748755562946435,0.9999448391189166,1.0088166799699572,0.009012387434268021,0.012236259523257189,0.07586205005645752
DINOv2,teacher_training_75712.pth,blocks.3.mlp.fc2.weight,2359296,100.0,18.953442656467615,10.520666908538184,55.507947021688665,0.8626556455041279,1.0913212987544638,0.0053909328585761175,0.006849392518579547,0.1169821610674262
DINOv2,teacher_training_75712.pth,blocks.3.mlp.fc2.bias,768,100.0,3.6571810533667812,0.08007562678579697,2.1895450517025887,0.9997603175721456,1.0000817912116182,0.002172229450295049,0.002889480292519243,0.020211711525917053
DINOv2,teacher_training_75712.pth,blocks.3.ls2.gamma,768,100.0,7.537362905851604,0.6727889450543277,8.926052167821327,0.9980953286499977,0.9335838893294117,0.02162486520925692,0.024277179908432527,0.10091622546315193
DINOv2,teacher_training_75712.pth,blocks.4.norm1.weight,768,100.0,41.17544513528507,0.8241140312088383,2.001469634392898,0.9998061792310441,0.9962028337968241,0.022876219746346276,0.029737653610085655,0.2122187614440918
DINOv2,teacher_training_75712.pth,blocks.4.norm1.bias,768,100.0,8.15870451595151,0.365021527966248,4.474013334501517,0.999017645835356,0.992858407071796,0.010039588826704934,0.013171579839457612,0.08011484146118164
DINOv2,teacher_training_75712.pth,blocks.4.attn.qkv.weight,1769472,100.0,22.46564016682883,11.125357764569543,49.52165921804648,0.882818623071415,1.0396886151430098,0.006603142148547431,0.00836357851589208,0.0726887658238411
DINOv2,teacher_training_75712.pth,blocks.4.attn.qkv.bias,2304,100.0,30.83349817092015,1.637767263856089,5.311649215983895,0.998593183413545,1.0017089015272673,0.01804979148529136,0.034120151330335184,0.23917031288146973
DINOv2,teacher_training_75712.pth,blocks.4.attn.proj.weight,589824,100.0,10.800601822727504,5.945395029377693,55.0468865250352,0.8672065857601137,1.1018621503558064,0.006149144110678018,0.007741399777835538,0.07122504338622093
DINOv2,teacher_training_75712.pth,blocks.4.attn.proj.bias,768,100.0,2.602822788007507,0.24778135561593012,9.519716699791529,0.995627361867013,0.9772876698658579,0.007022834410994013,0.008941039522814227,0.03875819221138954
DINOv2,teacher_training_75712.pth,blocks.4.ls1.gamma,768,100.0,7.175079608356023,0.38072101954590093,5.3061574271944965,0.9986466531841106,0.9881267396843568,0.010408536619555283,0.013738086445060917,0.07143419981002808
DINOv2,teacher_training_75712.pth,blocks.4.norm2.weight,768,100.0,39.38113202907368,0.6736180849583081,1.710509704142075,0.9998713308266756,1.005809559005494,0.01617108817057063,0.02430709891760496,0.19498038291931152
DINOv2,teacher_training_75712.pth,blocks.4.norm2.bias,768,100.0,8.35588052932885,0.6076384736959016,7.27198613674659,0.9973532248255661,0.9960752157254585,0.017537281240972053,0.021926264772393882,0.09820413589477539
DINOv2,teacher_training_75712.pth,blocks.4.mlp.fc1.weight,2359296,100.0,22.59524870037032,14.134095353369432,62.553395808109805,0.8357044067437474,1.1351949544468825,0.007310101179095002,0.009201884995683224,0.12439017742872238
DINOv2,teacher_training_75712.pth,blocks.4.mlp.fc1.bias,3072,100.0,49.03010157067791,0.7326083619892669,1.494201191758081,0.9999413069782257,1.0102311622477322,0.010817685715861428,0.013217863593908565,0.07567822933197021
DINOv2,teacher_training_75712.pth,blocks.4.mlp.fc2.weight,2359296,100.0,18.810709488169653,12.522374063870524,66.57045058160108,0.8191736205267466,1.1571202281893136,0.006447793774031704,0.008152587281165706,0.08557906746864319
DINOv2,teacher_training_75712.pth,blocks.4.mlp.fc2.bias,768,100.0,3.3051139036662667,0.1013338533912099,3.06597159265232,0.9995302334235019,0.9986901689406383,0.0024890948360649645,0.003656570470839819,0.0393245629966259
DINOv2,teacher_training_75712.pth,blocks.4.ls2.gamma,768,100.0,9.389621221209184,0.4500209317552763,4.792748516189061,0.9990616990387781,0.9785355615503515,0.012507687411319543,0.016238731630617186,0.08680763840675354
DINOv2,teacher_training_75712.pth,blocks.5.norm1.weight,768,100.0,38.601325643271885,0.9243484485706083,2.394602861862388,0.999745999650572,0.9916542690615661,0.025572831315609317,0.03335455160045336,0.24832868576049805
DINOv2,teacher_training_75712.pth,blocks.5.norm1.bias,768,100.0,8.08936185860344,0.31844434013132633,3.9365817192693013,0.9992354083138262,0.9946453330042236,0.008528988611288923,0.011490870343545876,0.0636448860168457
DINOv2,teacher_training_75712.pth,blocks.5.attn.qkv.weight,1769472,100.0,22.47317995088187,12.24045562075001,54.46694970406127,0.8617742448469788,1.0600662267525887,0.007280533640836901,0.009201862431827718,0.10666985437273979
DINOv2,teacher_training_75712.pth,blocks.5.attn.qkv.bias,2304,100.0,23.02192645993379,1.6093357945518283,6.990447985978218,0.9975885071569779,1.0059231286933374,0.01808854418805418,0.03352782905316309,0.3558730185031891
DINOv2,teacher_training_75712.pth,blocks.5.attn.proj.weight,589824,100.0,10.929121069760077,6.64027164840777,60.757599865746045,0.8411261833902502,1.1179688291825112,0.00686927602410199,0.008646187042197618,0.06065139267593622
DINOv2,teacher_training_75712.pth,blocks.5.attn.proj.bias,768,100.0,3.0739705507294617,0.2613883347024751,8.503280379197092,0.9964737522941591,0.9826709724319457,0.006488937861353368,0.009432039087718875,0.09842567145824432
DINOv2,teacher_training_75712.pth,blocks.5.ls1.gamma,768,100.0,13.290479338834558,0.4329246295047763,3.257404179846078,0.9996442919365408,0.9809419230920483,0.012439675041150622,0.015621821961462598,0.08188247680664062
DINOv2,teacher_training_75712.pth,blocks.5.norm2.weight,768,100.0,37.0830583509939,0.6130012721133221,1.6530493960644224,0.9998917267328171,1.0074231555028306,0.014977185909325877,0.022119778091763093,0.1596376895904541
DINOv2,teacher_training_75712.pth,blocks.5.norm2.bias,768,100.0,10.654814642524723,0.4599056216908915,4.316411285611197,0.9991234481575303,0.9885970386629227,0.012828265136931805,0.01659541465531615,0.1110992431640625
DINOv2,teacher_training_75712.pth,blocks.5.mlp.fc1.weight,2359296,100.0,23.47359137184589,16.18182048324036,68.9362791866981,0.8051279508172207,1.1564854268978861,0.008378276197211373,0.01053503937710961,0.12705036997795105
DINOv2,teacher_training_75712.pth,blocks.5.mlp.fc1.bias,3072,100.0,56.04337200621755,0.8258063859566004,1.4735130246356054,0.9999384108339372,1.0096311671228777,0.011060863123323847,0.014899360600954852,0.07020103931427002
DINOv2,teacher_training_75712.pth,blocks.5.mlp.fc2.weight,2359296,100.0,18.784356055525326,14.722268184409971,78.3751550539817,0.7662482268771851,1.2150275024303205,0.007583946387727608,0.009584810015891908,0.08756070025265217
DINOv2,teacher_training_75712.pth,blocks.5.mlp.fc2.bias,768,100.0,4.092506932079615,0.1023188339312648,2.5001505343638186,0.9996943291651131,1.0034128012079926,0.002478790563638237,0.003692112894586522,0.03548886300995946
DINOv2,teacher_training_75712.pth,blocks.5.ls2.gamma,768,100.0,14.976745711406986,0.42901509003598737,2.8645414584907423,0.9996261611723859,0.9910808772694387,0.011411721556214616,0.015480748607418052,0.0918215811252594
DINOv2,teacher_training_75712.pth,blocks.6.norm1.weight,768,100.0,39.911317166138176,0.841604171683684,2.108685534432132,0.9998377487566226,0.9888751164530488,0.026575454510748386,0.030368774692042935,0.18412256240844727
DINOv2,teacher_training_75712.pth,blocks.6.norm1.bias,768,100.0,7.4607320511878,0.36590715023034853,4.904440311217096,0.99881375261907,0.9929600445961668,0.009938480134422889,0.013203536980243786,0.08178335428237915
DINOv2,teacher_training_75712.pth,blocks.6.attn.qkv.weight,1769472,100.0,22.852059474016322,13.719729982522873,60.03717082096141,0.8336023768473737,1.0688450402911476,0.008185747114784377,0.010313919008617917,0.08766312152147293
DINOv2,teacher_training_75712.pth,blocks.6.attn.qkv.bias,2304,100.0,23.086836909149298,2.168146356405363,9.391266395381033,0.995893290066019,1.0208539320734187,0.024055088093130825,0.04516971575844506,0.3429543972015381
DINOv2,teacher_training_75712.pth,blocks.6.attn.proj.weight,589824,100.0,10.871949218015533,7.328896168943818,67.411059617528,0.8088002624677813,1.1383195493748497,0.007587235536409486,0.009542833553312265,0.0584766638930887
DINOv2,teacher_training_75712.pth,blocks.6.attn.proj.bias,768,100.0,3.469754888733298,0.28093327680944036,8.096631774240414,0.9968699641061618,0.9793979880935773,0.006795308198007888,0.010137306436890876,0.10859541594982147
DINOv2,teacher_training_75712.pth,blocks.6.ls1.gamma,768,100.0,16.93970748055125,0.660621687914888,3.8998411789185754,0.9996229453775914,0.9719298226311388,0.02048062913301389,0.023838131834385344,0.10547161102294922
DINOv2,teacher_training_75712.pth,blocks.6.norm2.weight,768,100.0,41.800929124825714,0.5317480811269112,1.272096320010036,0.9999211706723643,1.0019633419505345,0.013874986441805959,0.019187806111230568,0.10591602325439453
DINOv2,teacher_training_75712.pth,blocks.6.norm2.bias,768,100.0,11.15195798445328,0.3995483424383291,3.582764058072416,0.9993676039915363,0.9949826595943997,0.010191659098344038,0.01441745894131488,0.16130590438842773
DINOv2,teacher_training_75712.pth,blocks.6.mlp.fc1.weight,2359296,100.0,23.98369713301608,17.72855233021183,73.91918031605984,0.7785817617677502,1.1692146861573742,0.009180173471111282,0.011542026256648326,0.08350895345211029
DINOv2,teacher_training_75712.pth,blocks.6.mlp.fc1.bias,3072,100.0,61.529993763813025,0.9661016251341058,1.5701311929959736,0.9999351926471647,1.0107481797757976,0.012860459902337121,0.017430594791740965,0.07390031218528748
DINOv2,teacher_training_75712.pth,blocks.6.mlp.fc2.weight,2359296,100.0,18.97286566462227,16.36225354669667,86.24028565809395,0.7279938092960788,1.2511703315257947,0.008433824549906368,0.010652508819463979,0.06974289380013943
DINOv2,teacher_training_75712.pth,blocks.6.mlp.fc2.bias,768,100.0,4.224703045966168,0.11312998817106598,2.6778210667157962,0.9996899555857509,1.009542867113577,0.0028597434696611876,0.004082226820249008,0.03594040870666504
DINOv2,teacher_training_75712.pth,blocks.6.ls2.gamma,768,100.0,24.232440765620414,0.5398448505099432,2.2277774481382164,0.9997946074616648,0.9905449401558736,0.015682549157645553,0.019479973110159313,0.07641798257827759
DINOv2,teacher_training_75712.pth,blocks.7.norm1.weight,768,100.0,40.28487477249007,0.9092672180917364,2.2570933215675804,0.9998149969036655,0.9880050409468029,0.028569771714198094,0.03281035457066039,0.1423196792602539
DINOv2,teacher_training_75712.pth,blocks.7.norm1.bias,768,100.0,7.509673698449447,0.37386851445769315,4.9784921352160385,0.9987917232995648,0.9908264909893795,0.010033313625385176,0.013490817966479664,0.0947909951210022
DINOv2,teacher_training_75712.pth,blocks.7.attn.qkv.weight,1769472,100.0,23.235049973086348,15.08409065853023,64.91955333000124,0.8103826771692078,1.089980466703781,0.009007250262008618,0.01133958828409264,0.06964737549424171
DINOv2,teacher_training_75712.pth,blocks.7.attn.qkv.bias,2304,100.0,27.66602660389652,3.466062028161362,12.528224879510516,0.9922534825126784,1.008458895858132,0.035821321911582354,0.07220962558669504,0.8287111520767212
DINOv2,teacher_training_75712.pth,blocks.7.attn.proj.weight,589824,100.0,11.025455603305716,8.12953701492775,73.73425015189673,0.7864347215712135,1.1891176437805375,0.008389380304821233,0.010585334654853843,0.09389161691069603
DINOv2,teacher_training_75712.pth,blocks.7.attn.proj.bias,768,100.0,3.74701657581455,0.33772066533044887,9.013055013161585,0.9960108874833884,0.9833142716951481,0.007211845005807997,0.012186444814964635,0.15867185592651367
DINOv2,teacher_training_75712.pth,blocks.7.ls1.gamma,768,100.0,23.574926936350824,0.6256104848700866,2.653711235496729,0.9997265482605459,0.9871810459156561,0.01843751029809937,0.022574773865474802,0.12973952293395996
DINOv2,teacher_training_75712.pth,blocks.7.norm2.weight,768,100.0,40.88811803965456,0.5069761561852354,1.239910713654158,0.9999232646605405,1.0004458229605426,0.013708770313921073,0.018293926265391714,0.08710241317749023
DINOv2,teacher_training_75712.pth,blocks.7.norm2.bias,768,100.0,10.020267222983408,0.36676112569105007,3.660193062015481,0.9993300361314351,0.9988584011263028,0.009898153318147251,0.01323435216537612,0.11932539939880371
DINOv2,teacher_training_75712.pth,blocks.7.mlp.fc1.weight,2359296,100.0,23.566735798724636,18.96990069968505,80.49439201805643,0.7494512006789407,1.2072850317080164,0.009856192465954974,0.012350195768024121,0.08119410648941994
DINOv2,teacher_training_75712.pth,blocks.7.mlp.fc1.bias,3072,100.0,62.84494937106504,0.8763476134818842,1.3944598925643668,0.9999441267374786,1.009038544584469,0.012380846188951486,0.015811235329607872,0.1024317517876625
DINOv2,teacher_training_75712.pth,blocks.7.mlp.fc2.weight,2359296,100.0,18.70068740966063,18.16823029734362,97.15274042791631,0.6815314692624388,1.3205546620030677,0.009354322287310658,0.011828274933166419,0.0781988576054573
DINOv2,teacher_training_75712.pth,blocks.7.mlp.fc2.bias,768,100.0,4.364087344982418,0.2237576335134633,5.127249200700056,0.9989945420218103,1.0238735176030989,0.0053656777762493375,0.00807415812138948,0.09723877906799316
DINOv2,teacher_training_75712.pth,blocks.7.ls2.gamma,768,100.0,33.9413246592898,0.7438565694641763,2.191595575397148,0.9998040380716059,0.990400652463255,0.021458505652844906,0.02684161191366336,0.14801287651062012
DINOv2,teacher_training_75712.pth,blocks.8.norm1.weight,768,100.0,39.201941274760266,1.1278914218830538,2.8771315531999795,0.9998279393473827,0.9778348291290611,0.03712301670263211,0.04069927600255318,0.08877277374267578
DINOv2,teacher_training_75712.pth,blocks.8.norm1.bias,768,100.0,8.345434505045242,0.3698483976312235,4.43174525433794,0.9990175761616472,0.999410106195617,0.010147272990146542,0.013345754495733666,0.08861163258552551
DINOv2,teacher_training_75712.pth,blocks.8.attn.qkv.weight,1769472,100.0,23.350075559150355,16.229383651814462,69.50463012722261,0.785123241924059,1.1005719159132616,0.00970424351837357,0.012200571640829154,0.07778794690966606
DINOv2,teacher_training_75712.pth,blocks.8.attn.qkv.bias,2304,100.0,27.08099182972632,3.8116348057659097,14.074945370287164,0.9904497780289133,1.0187547513583586,0.041724264006974626,0.07940905845345646,0.5670375823974609
DINOv2,teacher_training_75712.pth,blocks.8.attn.proj.weight,589824,100.0,11.138283065733086,8.684486959999177,77.96970959300712,0.7561423188128201,1.1800276425755276,0.00891838779680639,0.011307925729165594,0.10007504001259804
DINOv2,teacher_training_75712.pth,blocks.8.attn.proj.bias,768,100.0,5.469300548316848,0.34000712382946235,6.2166472810512845,0.9980804710175342,1.0034931384082761,0.007568608986446179,0.012268950279333156,0.15694308280944824
DINOv2,teacher_training_75712.pth,blocks.8.ls1.gamma,768,100.0,34.471719255430415,1.0976513794112417,3.184208397839995,0.9997559847757739,0.9768224415025496,0.03588449867675081,0.039608082461215284,0.16759991645812988
DINOv2,teacher_training_75712.pth,blocks.8.norm2.weight,768,100.0,42.750829253269096,0.5927809972358972,1.3865953189447617,0.9999038647240532,0.9998460032569,0.01609860738972202,0.021390141770290003,0.10283792018890381
DINOv2,teacher_training_75712.pth,blocks.8.norm2.bias,768,100.0,12.497116801738478,0.4806614023795911,3.846178362618217,0.999358527492895,0.985330866516281,0.013804627634954159,0.017344374378307496,0.07676714658737183
